CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,STANDARD_VALUE,STANDARD_UNITS,LogS,PUBLISHED_TYPE
CHEMBL1582947,COc1ccc(cc1)c2cnn(C3CCS(=O)(=O)C3)c2N,Solubility,81300,nM,4.089909454,Solubility
CHEMBL199147,CCN(C1CCN(CCC(c2ccc(F)cc2)c3ccc(F)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,69200,nM,4.159893906,Solubility
CHEMBL344319,Cc1c(CCC(=O)O)c[nH]c1\C=C\2/C(=O)Nc3ccccc23,Solubility,208900,nM,3.68006156,Solubility
CHEMBL2030448,CS(=O)(=O)Cc1cc(nc(n1)c2ccc3[nH]ccc3c2)N4CC5CCC(C4)O5,Solubility,1500,nM,5.823908741,Solubility
CHEMBL2058997,CNc1nc2ccc(NC(=O)C)cc2s1,Solubility,346700,nM,3.460046158,Solubility
CHEMBL1796289,O=C(NCc1ccncc1)c2ccc(cc2)c3ccccc3,Solubility,10700,nM,4.970616222,Solubility
CHEMBL2147032,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6,Solubility,1900,nM,5.721246399,Solubility
CHEMBL488238,CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,Solubility,12000,nM,4.920818754,Solubility
CHEMBL1940306,CS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,Solubility,457100,nM,3.339988779,Solubility
CHEMBL1957266,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C,Solubility,57500,nM,4.240332155,Solubility
CHEMBL2069324,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,Solubility,95500,nM,4.019996628,Solubility
CHEMBL2030800,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)n1,Solubility,1230300,nM,2.909988976,Solubility
CHEMBL517427,COC(=O)C1=C(NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C)C#N,Solubility,2100,nM,5.677780705,Solubility
CHEMBL2171986,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,Solubility,389000,nM,3.410050399,Solubility
CHEMBL1997966,CC(N1C=Nc2ccccc2C1=O)c3ccccc3,Solubility,467700,nM,3.33003263,Solubility
CHEMBL1704805,O=C(C1CCN(CC1)C(=O)c2occc2)c3ccccc3,Solubility,426600,nM,3.369979149,Solubility
CHEMBL2035020,NC1(CCC1)c2ccc(cc2)c3nn4ccccc4c3c5ccccc5,Solubility,147900,nM,3.830031826,Solubility
CHEMBL317629,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,Solubility,120200,nM,3.920095532,Solubility
CHEMBL39058,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c3cccnc13,Solubility,45700,nM,4.3400838,Solubility
CHEMBL1940118,COc1cc2ncnc(Oc3ccc(CC(=O)Nc4ccc(cn4)N(C)C)cc3)c2cc1OC,Solubility,1600,nM,5.795880017,Solubility
CHEMBL1796293,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2,Solubility,77600,nM,4.110138279,Solubility
CHEMBL551060,Cc1nc(C)c(s1)C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N,Solubility,57500,nM,4.240332155,Solubility
CHEMBL67860,Cn1c(ccc1c2ccc3NC(=O)OC(C)(C)c3c2)C#N,Solubility,13200,nM,4.879426069,Solubility
CHEMBL186784,O=C1c2ccccc2Oc3ccccc13,Solubility,20000,nM,4.698970004,Solubility
CHEMBL1550278,CC(Nc1ncnc2ccccc12)c3ccccc3,Solubility,123000,nM,3.910094889,Solubility
CHEMBL257178,Fc1ccc(cc1)c2[nH]c3ccc(cc3c2CCCC(=O)NS(=O)(=O)C(F)(F)F)C#N,Solubility,309000,nM,3.510041521,Solubility
CHEMBL224769,Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],Solubility,400,nM,6.397940009,Solubility
CHEMBL1415894,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,Solubility,12600,nM,4.899629455,Solubility
CHEMBL371888,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,Solubility,900,nM,6.045757491,Solubility
CHEMBL568904,Cc1ccc2c(N)c(sc2n1)C(=O)N,Solubility,691800,nM,3.160019442,Solubility
CHEMBL522505,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,Solubility,1445400,nM,2.84001195,Solubility
CHEMBL2322888,Cc1c(Cl)c(nn1CC(=O)N2CCN(CC2)c3ccc(F)cc3)C(F)(F)F,Solubility,1900,nM,5.721246399,Solubility
CHEMBL444884,NC(=O)c1sc(cc1N)c2ccc(Cl)cc2,Solubility,5500,nM,5.259637311,Solubility
CHEMBL370552,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,100000,nM,4,Solubility
CHEMBL2010834,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,Solubility,107200,nM,3.969805215,Solubility
CHEMBL101473,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,Solubility,724400,nM,3.140021558,Solubility
CHEMBL1545637,Fc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,Solubility,6500,nM,5.187086643,Solubility
CHEMBL186174,Clc1ccc(CN(Cc2ccc(Cl)cc2)c3nn[nH]n3)cc1,Solubility,117500,nM,3.929962133,Solubility
CHEMBL1478592,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3,Solubility,22400,nM,4.649751982,Solubility
CHEMBL1199945,COCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,Solubility,1900,nM,5.721246399,Solubility
CHEMBL1951899,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,489800,nM,3.309981219,Solubility
CHEMBL459236,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,Solubility,1700,nM,5.769551079,Solubility
CHEMBL448474,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,Solubility,4000,nM,5.397940009,Solubility
CHEMBL249295,CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,Solubility,204200,nM,3.689944262,Solubility
CHEMBL193240,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,Solubility,1100,nM,5.958607315,Solubility
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2,Solubility,900,nM,6.045757491,Solubility
CHEMBL1538691,Cc1cnc(NC(=O)CSc2nnc(C)s2)s1,Solubility,70800,nM,4.149966742,Solubility
CHEMBL1389402,Cc1onc(CO)c1C(=O)Nc2nccs2,Solubility,144500,nM,3.840132153,Solubility
CHEMBL2164683,Fc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,Solubility,478600,nM,3.320027306,Solubility
CHEMBL70824,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,Solubility,309000,nM,3.510041521,Solubility
CHEMBL360120,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(Cl)c(Cl)c4,Solubility,5600,nM,5.251811973,Solubility
CHEMBL1624252,COc1ccc(cc1)c2csc(n2)N(CCCN3CCOCC3)C(=O)c4occc4,Solubility,1100,nM,5.958607315,Solubility
CHEMBL250687,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1,Solubility,9100,nM,5.040958608,Solubility
CHEMBL1079588,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,Solubility,169800,nM,3.770062314,Solubility
CHEMBL181502,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,Solubility,281800,nM,3.550059011,Solubility
CHEMBL1163803,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,Solubility,24000,nM,4.619788758,Solubility
CHEMBL2346970,OC1(CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F)c4ccc(F)cc4,Solubility,1600,nM,5.795880017,Solubility
CHEMBL115523,O=C(Nc1ccccc1)c2ccccc2,Solubility,75900,nM,4.119758224,Solubility
CHEMBL182407,Nc1nc(cc(C2CCCNC2)c1C#N)c3c(O)cccc3OCC4CC4,Solubility,8100,nM,5.091514981,Solubility
CHEMBL448483,C[C@H](NC1=NC(=O)C(C)(S1)C(F)(F)F)c2ccccc2F,Solubility,338800,nM,3.470056598,Solubility
CHEMBL2178393,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,Solubility,1500,nM,5.823908741,Solubility
CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Solubility,50100,nM,4.300162274,Solubility
CHEMBL168563,C[C@H](CNCCc1ccc2[nH]nnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7,Solubility,2400,nM,5.619788758,Solubility
CHEMBL235191,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,Solubility,631000,nM,3.199970641,Solubility
CHEMBL483332,C[C@H](CN(C)C)Oc1cccc2ncnc(Nc3ccc(OCc4cnccn4)c(Cl)c3)c12,Solubility,4500,nM,5.346787486,Solubility
CHEMBL1289494,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,Solubility,9300,nM,5.031517051,Solubility
CHEMBL1388876,O=S(=O)(Nc1ccccn1)c2ccc(cc2)C3CCCCC3,Solubility,2800,nM,5.552841969,Solubility
CHEMBL281066,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,Solubility,95500,nM,4.019996628,Solubility
CHEMBL1778373,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O,Solubility,831800,nM,3.079981084,Solubility
CHEMBL233446,Clc1cc2cc([nH]c2s1)C(=O)NC3Cc4ccccc4N(CC#N)C3=O,Solubility,600,nM,6.22184875,Solubility
CHEMBL1327783,[O-][S+](c1ccc(Cl)cc1)c2snnc2C(=O)N3CCOCC3,Solubility,182000,nM,3.739928612,Solubility
CHEMBL2086679,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3F)cn2,Solubility,5100,nM,5.292429824,Solubility
CHEMBL370657,Cn1c(nnc1C23CCC(CC2)(CC3)c4noc(n4)c5ccc(F)cc5)c6ccccc6C(F)(F)F,Solubility,900,nM,6.045757491,Solubility
CHEMBL508129,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,Solubility,537000,nM,3.270025714,Solubility
CHEMBL1163721,COc1cccc(c1)C(=O)N2CCC(CC2)C(=O)c3ccc(F)cc3,Solubility,58900,nM,4.229884705,Solubility
CHEMBL101,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,Solubility,1230300,nM,2.909988976,Solubility
CHEMBL1726,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OCC(C)C)C,Solubility,2200,nM,5.657577319,Solubility
CHEMBL233447,OCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,13800,nM,4.860120914,Solubility
CHEMBL509599,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OC(F)(F)F)cc2,Solubility,11000,nM,4.958607315,Solubility
CHEMBL198701,COc1ccc(Cl)c(Nc2ncnc3cc(OCCN4CCN(CC4)C(=O)C)cc(OC(C)C)c23)n1,Solubility,42700,nM,4.369572125,Solubility
CHEMBL2325701,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3cc[nH]c23)N4CCOCC4,Solubility,1100,nM,5.958607315,Solubility
CHEMBL1526526,Clc1ccc(cc1)S(=O)(=O)NCc2onc(c2)c3ccccc3Cl,Solubility,3100,nM,5.508638306,Solubility
CHEMBL203725,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(F)c(Cl)c4)c23,Solubility,18200,nM,4.739928612,Solubility
CHEMBL254370,CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,Solubility,645700,nM,3.189969214,Solubility
CHEMBL477786,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)n2,Solubility,158500,nM,3.799970733,Solubility
CHEMBL215657,CC(C)(C)CNCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,Solubility,500,nM,6.301029996,Solubility
CHEMBL380005,CCN(C1CCN(CC[C@@H](c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,Solubility,281800,nM,3.550059011,Solubility
CHEMBL1381989,CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3,Solubility,251200,nM,3.599980365,Solubility
CHEMBL118,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,Solubility,2200,nM,5.657577319,Solubility
CHEMBL1094168,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,Solubility,5800,nM,5.236572006,Solubility
CHEMBL515415,CC1(C)Oc2ncnc(N)c2N=C1c3ccc(cc3)C45CCC(CC4)(CC5)C(=O)O,Solubility,3200,nM,5.494850022,Solubility
CHEMBL467399,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,Solubility,102300,nM,3.990124366,Solubility
CHEMBL1528704,CCN(CC)c1ncnc2c1ncn2Cc3c(Cl)cccc3Cl,Solubility,2300,nM,5.638272164,Solubility
CHEMBL298019,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cc1,Solubility,1400,nM,5.853871964,Solubility
CHEMBL1179325,CN(C)CCSc1nc2ccc(Br)cc2cc1c3ccccc3,Solubility,9500,nM,5.022276395,Solubility
CHEMBL471584,Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N,Solubility,3200,nM,5.494850022,Solubility
CHEMBL98350,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,Solubility,302000,nM,3.519993057,Solubility
CHEMBL92974,O=C1NCNC1(c2ccccc2)c3ccccc3,Solubility,316200,nM,3.500038134,Solubility
CHEMBL429760,C[C@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)C,Solubility,26300,nM,4.580044252,Solubility
CHEMBL57990,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,Solubility,1288200,nM,2.890016705,Solubility
CHEMBL1645501,CC(=O)c1ccc2NC(=CC(=O)c2c1)c3cccnc3,Solubility,125900,nM,3.89997427,Solubility
CHEMBL1975242,O=C(Nc1nc2C(=O)NC=Nc2s1)c3ccccc3,Solubility,7400,nM,5.13076828,Solubility
CHEMBL454616,CN(c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc4ncccc4c3)c2)S(=O)(=O)C,Solubility,7900,nM,5.102372909,Solubility
CHEMBL111471,CC(C)Oc1cccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)c1,Solubility,64600,nM,4.189767482,Solubility
CHEMBL1809057,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(CO)CO,Solubility,6800,nM,5.167491087,Solubility
CHEMBL2325730,NC(=O)C(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,Solubility,457100,nM,3.339988779,Solubility
CHEMBL2086680,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3C#N)cn2,Solubility,32400,nM,4.48945499,Solubility
CHEMBL1824388,O=C(Nc1cccnc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4,Solubility,208900,nM,3.68006156,Solubility
CHEMBL1371,Clc1ccc2OC(=O)Nc2c1,Solubility,1479100,nM,2.830002463,Solubility
CHEMBL306380,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,Solubility,9800,nM,5.008773924,Solubility
CHEMBL1762548,CC(C)N(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,Solubility,32400,nM,4.48945499,Solubility
CHEMBL1091644,C[C@@]1(O)C[C@@H](C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26,Solubility,1300,nM,5.886056648,Solubility
CHEMBL2088096,COc1cc(CCc2cc(Nc3ccnc(NCc4onc(C)c4)n3)n[nH]2)cc(OC)c1,Solubility,600,nM,6.22184875,Solubility
CHEMBL1524797,Clc1ccc(cc1)c2oc(CNC3CC3)nn2,Solubility,1230300,nM,2.909988976,Solubility
CHEMBL2030449,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3,Solubility,11200,nM,4.950781977,Solubility
CHEMBL249789,OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,Solubility,7200,nM,5.142667504,Solubility
CHEMBL1681882,CCNC(=O)c1cnc(N2CCN([C@@H](CC)C2)C3CCN(Cc4ccc(Cl)cc4F)CC3)c(Cl)c1,Solubility,91200,nM,4.040005162,Solubility
CHEMBL453655,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1,Solubility,14100,nM,4.850780887,Solubility
CHEMBL59956,NC(=O)c1ccccc1OCc2ccccc2,Solubility,125900,nM,3.89997427,Solubility
CHEMBL192894,COc1ccc(cc1)c2c(C)[nH]nc2c3ccc(O)cc3O,Solubility,208900,nM,3.68006156,Solubility
CHEMBL2017974,Nc1cc(c(cn1)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,Solubility,79400,nM,4.100179498,Solubility
CHEMBL207235,CO[C@@H]1C[C@@H](N(Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1)C(=O)N,Solubility,436500,nM,3.360015752,Solubility
CHEMBL1092581,CNC(=O)c1c(oc2cc(N(CCO)S(=O)(=O)C)c(cc12)C3CC3)c4ccc(F)cc4,Solubility,60300,nM,4.219682688,Solubility
CHEMBL2035040,NC(=O)c1cnc(c2ccc(cc2)C3(N)CCC3)c(c1)c4ccccc4,Solubility,263000,nM,3.580044252,Solubility
CHEMBL247828,CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)OC(C)(C)C,Solubility,5000,nM,5.301029996,Solubility
CHEMBL2346972,Fc1ccc(CN2CCN(CC2)C3=Nn4c(CC3)nnc4C(F)(F)F)cc1,Solubility,524800,nM,3.280006174,Solubility
CHEMBL414139,COc1cc2c(Nc3ccc(Oc4ccccc4)cc3)c(cnc2cc1OCCCN5CCOCC5)C#N,Solubility,900,nM,6.045757491,Solubility
CHEMBL2346975,CC(=O)N1CCN(CCOc2ccc(cc2)C3(O)CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,Solubility,169800,nM,3.770062314,Solubility
CHEMBL186791,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4,Solubility,500,nM,6.301029996,Solubility
CHEMBL71917,CC(C)OC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5,Solubility,38000,nM,4.420216403,Solubility
CHEMBL339099,OC(=O)c1cc2c(Cl)cccc2n1Cc3ccc(Cl)c(Cl)c3,Solubility,66100,nM,4.179798541,Solubility
CHEMBL403569,OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,Solubility,1900,nM,5.721246399,Solubility
CHEMBL268313,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2O,Solubility,40700,nM,4.390405591,Solubility
CHEMBL325245,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,Solubility,38900,nM,4.410050399,Solubility
CHEMBL426161,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,Solubility,323600,nM,3.489991487,Solubility
CHEMBL22586,OC(=O)c1nc2cc(Cl)ccc2[nH]1,Solubility,47900,nM,4.319664487,Solubility
CHEMBL1778360,C[C@@H](Cc1ccccc1)Oc2cc(OC3CCOCC3)cc(c2)C(=O)Nc4ccc(cn4)C(=O)O,Solubility,104700,nM,3.980053318,Solubility
CHEMBL2036576,CN1CCN(CC1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cn2,Solubility,91200,nM,4.040005162,Solubility
CHEMBL190677,OC(C(=O)c1ccccc1)c2ccccc2,Solubility,64600,nM,4.189767482,Solubility
CHEMBL184271,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCOCC6,Solubility,66100,nM,4.179798541,Solubility
CHEMBL31108,COc1cc2ncnc(Nc3ccc4c(ccn4Cc5ccccc5)c3)c2cc1OC,Solubility,600,nM,6.22184875,Solubility
CHEMBL2338347,CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO,Solubility,467700,nM,3.33003263,Solubility
CHEMBL1448393,CCOC(=O)c1ccccc1c2csc(NS(=O)(=O)c3ccc(Cl)cc3)n2,Solubility,1400,nM,5.853871964,Solubility
CHEMBL2035033,NC1(CCC1)c2ccc(cc2)c3c(ccn4ccnc34)c5ccccc5,Solubility,549500,nM,3.260032303,Solubility
CHEMBL152676,Cn1cc(cc1C=O)C(=O)CCCCOc2ccc(cc2)C(=O)O,Solubility,1202300,nM,2.919987153,Solubility
CHEMBL402584,Fc1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1,Solubility,6200,nM,5.207608311,Solubility
CHEMBL263655,CN1SC(=NC1=O)NCc2ccccc2,Solubility,1513600,nM,2.819988881,Solubility
CHEMBL2086672,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,Solubility,2200,nM,5.657577319,Solubility
CHEMBL234950,OCCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,4400,nM,5.356547324,Solubility
CHEMBL1498163,Cc1ccc2NS(=O)(=O)c3ccccc3c2c1,Solubility,631000,nM,3.199970641,Solubility
CHEMBL1809070,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)[C@H](C)O,Solubility,1500,nM,5.823908741,Solubility
CHEMBL2177607,OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C(F)(F)F,Solubility,1258900,nM,2.900008766,Solubility
CHEMBL233656,OCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,Solubility,2000,nM,5.698970004,Solubility
CHEMBL2364624,OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc(Nc4ccc(nc4)C(F)(F)F)cn3,Solubility,1100,nM,5.958607315,Solubility
CHEMBL298700,CCN(CC)C(=O)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4,Solubility,871000,nM,3.059981845,Solubility
CHEMBL1645494,CNC(=O)Cc1ccc2C(=O)C=C(Nc2c1)c3cccnc3,Solubility,457100,nM,3.339988779,Solubility
CHEMBL486760,C1c2ccccc2Oc3ccccc13,Solubility,4400,nM,5.356547324,Solubility
CHEMBL430507,CN(C)CC(O)COc1ccc(Nc2nccc(n2)N(CC#N)c3cc(Cl)ccc3Cl)cc1,Solubility,575400,nM,3.240030142,Solubility
CHEMBL1270378,CN(c1ccnc(Nc2cc(nc(n2)N3CCOCC3)N4CCOCC4)n1)c5cccc6[nH]ncc56,Solubility,19100,nM,4.718966633,Solubility
CHEMBL436511,CN1CCC(CC1)Oc2cccc3ncnc(Nc4ccc(OCc5cnccn5)c(Cl)c4)c23,Solubility,12300,nM,4.910094889,Solubility
CHEMBL564131,Cn1nc(cc1C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)C(C)(C)C,Solubility,93300,nM,4.030118356,Solubility
CHEMBL573735,COc1cc(Nc2cc(Oc3ccc(C)nc3)ccn2)cc(OC)c1OC,Solubility,31600,nM,4.500312917,Solubility
CHEMBL2023488,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1CC(=O)Nc4cn(C)nc4C,Solubility,8900,nM,5.050609993,Solubility
CHEMBL231835,OC[C@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,Solubility,35500,nM,4.449771647,Solubility
CHEMBL1082410,CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,Solubility,1600,nM,5.795880017,Solubility
CHEMBL2030443,CS(=O)(=O)Cc1cc(nc(n1)c2cccc(CO)c2)N3CCOCC3,Solubility,195000,nM,3.709965389,Solubility
CHEMBL115405,O=C(NNC(=O)c1ccccc1)c2ccccc2,Solubility,182000,nM,3.739928612,Solubility
CHEMBL274642,NC1=NN(CC1)c2cccc(c2)C(F)(F)F,Solubility,1445400,nM,2.84001195,Solubility
CHEMBL477568,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,Solubility,147900,nM,3.830031826,Solubility
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,Solubility,38000,nM,4.420216403,Solubility
CHEMBL1163741,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccccc3Cl,Solubility,28800,nM,4.540607512,Solubility
CHEMBL1098973,OC(=O)c1csc(NC(=O)C(CC2CCCC2)c3ccc(Cl)c(Cl)c3)n1,Solubility,34700,nM,4.459670525,Solubility
CHEMBL2325743,C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,Solubility,109600,nM,3.960189446,Solubility
CHEMBL179858,CN(C)S(=O)(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,Solubility,489800,nM,3.309981219,Solubility
